CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
bfec9b7c-2dbe-4a53-9ca3-e1d745845b86,8910300000001034200,DATA,2019-07-25T19:10:04.000Z,2019-07-25T19:22:43.000Z,0,,,,USA,United States,310,150,7,260060169232713
9852792d-182e-43d4-8823-8ef3af154f63,8910300000001034200,DATA,2019-07-25T19:19:50.000Z,2019-07-25T19:22:43.000Z,59145,,,,USA,United States,310,150,7,260060169232713
7d46e2be-9da1-410c-ab9c-1ec2c22d9d49,8910300000001034200,DATA,2019-07-25T19:23:00.000Z,2019-07-25T19:32:26.000Z,27353,,,,USA,United States,310,150,7,260060169232713
69a384d1-ac17-423b-9875-cc81836516d8,8910300000001034193,DATA,2019-07-25T17:12:23.000Z,2019-07-25T19:32:33.000Z,0,,,,USA,United States,310,150,7,260060169232706
975c0ed8-0008-42d1-aa0b-5dbc645a7bed,8910300000001034200,DATA,2019-07-25T19:23:02.000Z,2019-07-25T19:32:57.000Z,132963,,,,USA,United States,310,150,7,260060169232713
b78b7f4f-e224-4337-bb1e-1400e37d4288,8910300000001034200,DATA,2019-07-25T19:32:56.000Z,2019-07-25T19:33:33.000Z,0,,,,USA,United States,310,150,7,260060169232713
07754571-567b-4cdd-a84a-aff409ae346f,8910300000001034200,DATA,2019-07-25T19:32:57.000Z,2019-07-25T19:33:34.000Z,3940240,,,,USA,United States,310,150,7,260060169232713
245a3458-a78e-48a5-95f1-bacab2cb8c0d,8910300000001034200,DATA,2019-07-25T19:33:38.000Z,2019-07-25T19:33:39.000Z,0,,,,USA,United States,310,150,7,260060169232713
a7b58204-171d-4e2b-94c1-121167541373,8910300000001034200,DATA,2019-07-25T19:34:03.000Z,2019-07-25T19:35:42.000Z,0,,,,USA,United States,310,150,7,260060169232713
7e2b8218-0eab-4785-bd47-2f1b46ae8e9c,8910300000001034200,DATA,2019-07-25T19:35:43.000Z,2019-07-25T19:36:01.000Z,0,,,,USA,United States,310,150,7,260060169232713
fc9fa582-5ce8-4438-8ed6-a69fb1c19faa,8910300000001034193,DATA,2019-07-25T12:07:12.000Z,2019-07-25T19:37:13.000Z,0,,,,USA,United States,310,150,7,260060169232706
