CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
2e1e14a2-9f24-4e29-9ef3-69410ab6ca2e,8910300000001034322,DATA,2019-07-23T00:02:10.000Z,2019-07-23T00:08:17.000Z,95079,,,,USA,United States,310,150,7,260060169232835
2c2c5c97-b59a-47ca-8523-8227e1bc6ec5,8910300000001034322,DATA,2019-07-23T00:08:19.000Z,2019-07-23T00:09:23.000Z,6306,,,,USA,United States,310,150,7,260060169232835
