CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
776708d5-e935-4773-840a-59d73cd7b745,8910300000001034200,DATA,2019-07-18T07:53:51.000Z,2019-07-18T15:42:26.000Z,0,,,,USA,United States,310,150,7,260060169232713
269607f0-a19d-4d33-a9f2-51ff53b38eb2,8910300000001034200,DATA,2019-07-18T15:42:26.000Z,2019-07-18T15:43:27.000Z,192,,,,USA,United States,310,150,7,260060169232713
ec806381-a9b6-4a55-8a98-4c88bd52132e,8910300000001034200,DATA,2019-07-18T07:53:53.000Z,2019-07-18T15:43:27.000Z,1654805,,,,USA,United States,310,150,7,260060169232713
c7cc3ee5-2205-4b01-8093-ca1543339386,8910300000001034200,DATA,2019-07-18T15:43:30.000Z,2019-07-18T15:45:17.000Z,0,,,,USA,United States,310,150,7,260060169232713
be1c84b5-5bd3-45f1-8777-0e75afd9a2d7,8910300000001034200,DATA,2019-07-18T15:44:09.000Z,2019-07-18T15:45:17.000Z,0,,,,USA,United States,310,150,7,260060169232713
d0c9a6fd-6608-4a1d-8e79-3578827b4864,8910300000001034200,DATA,2019-07-18T15:45:17.000Z,2019-07-18T15:47:27.000Z,0,,,,USA,United States,310,150,7,260060169232713
b5a6b3c0-76f6-40a9-ab95-94344111a44e,8910300000001034200,DATA,2019-07-18T15:47:26.000Z,2019-07-18T15:50:55.000Z,704,,,,USA,United States,310,150,7,260060169232713
789ba0a4-33b9-4aa8-90f2-b99b9d664758,8910300000001034200,DATA,2019-07-18T15:51:09.000Z,2019-07-18T15:51:19.000Z,576,,,,USA,United States,310,150,7,260060169232713
5ea6dac1-696f-4584-9066-a8b131f73e55,8910300000001034200,DATA,2019-07-18T15:51:22.000Z,2019-07-18T15:53:35.000Z,0,,,,USA,United States,310,150,7,260060169232713
a8471049-c7ce-4d4e-8428-2e845c99e7ca,8910300000001034200,DATA,2019-07-18T15:43:29.000Z,2019-07-18T15:54:03.000Z,1388,,,,USA,United States,310,150,7,260060169232713
