CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
c405607f-6987-42b1-af6c-0b0fabe2c677,8910300000001034200,DATA,2019-07-12T16:46:59.000Z,2019-07-12T17:51:05.000Z,227676010,,,,USA,United States,310,150,7,260060169232713
8a0ab19b-10fb-4900-84c8-79db210e12f7,8910300000001034193,DATA,2019-07-12T16:42:09.000Z,2019-07-12T17:56:01.000Z,0,,,,USA,United States,310,150,7,260060169232706
d04fbfa2-77f4-4bde-9dfc-d36d06a1d01e,8910300000001034200,DATA,2019-07-12T17:05:01.000Z,2019-07-12T18:03:56.000Z,33545,,,,USA,United States,310,150,7,260060169232713
df3c94d8-faf4-4e90-a7f7-d0996d1c7951,8910300000001034200,DATA,2019-07-12T18:04:43.000Z,2019-07-12T18:05:17.000Z,6721,,,,USA,United States,310,150,7,260060169232713
0530eacc-2075-439d-93c1-70fa2c1dffb3,8910300000001034200,DATA,2019-07-12T18:04:47.000Z,2019-07-12T18:05:35.000Z,74150,,,,USA,United States,310,150,7,260060169232713
09e13fb8-f5ff-4d59-bd48-cc165c9e4ac2,8910300000001034200,DATA,2019-07-12T18:05:36.000Z,2019-07-12T18:06:04.000Z,39409,,,,USA,United States,310,150,7,260060169232713
67d82ee7-fb1a-4407-8ccb-accb3d6a3062,8910300000001034200,DATA,2019-07-12T18:05:17.000Z,2019-07-12T18:06:04.000Z,0,,,,USA,United States,310,150,7,260060169232713
788257fe-69a1-4428-9237-454168b15f14,8910300000001034200,DATA,2019-07-12T18:06:05.000Z,2019-07-12T18:06:23.000Z,0,,,,USA,United States,310,150,7,260060169232713
a460cf0f-262f-4998-ae1c-dc3c9add0bfe,8910300000001034200,DATA,2019-07-12T17:51:17.000Z,2019-07-12T18:06:24.000Z,179125,,,,USA,United States,310,150,7,260060169232713
75bd8854-5d14-4c4d-8f86-3915536e9c0f,8910300000001034200,DATA,2019-07-12T18:06:23.000Z,2019-07-12T18:07:22.000Z,6936,,,,USA,United States,310,150,7,260060169232713
