CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
331f3c33-fe95-4021-a03b-3e93c29189cf,8910300000001034217,DATA,2019-07-15T07:47:22.000Z,2019-07-15T17:00:50.000Z,82471,,,,USA,United States,310,150,7,260060169232730
6c9e06f2-30cf-4899-b678-77f778006728,8910300000001034217,DATA,2019-07-15T17:00:55.000Z,2019-07-15T17:07:13.000Z,112577,,,,USA,United States,310,150,7,260060169232730
de2e77e5-05be-45c9-9637-1aca5cf34c58,8910300000001034217,DATA,2019-07-15T17:07:14.000Z,2019-07-15T17:07:14.000Z,0,,,,USA,United States,310,150,7,260060169232730
34355b1d-11f3-4574-8711-6ce9d5ca2f14,8910300000001034217,DATA,2019-07-15T17:07:22.000Z,2019-07-15T17:07:33.000Z,120000,,,,USA,United States,310,150,7,260060169232730
3ef66fab-77c4-40f2-99c2-5b27a4dd7845,8910300000001034217,DATA,2019-07-15T17:07:11.000Z,2019-07-15T17:07:33.000Z,6721,,,,USA,United States,310,150,7,260060169232730
58a6fe3d-b566-4846-8e77-b22fadb48944,8910300000001034217,DATA,2019-07-15T07:47:21.000Z,2019-07-15T17:07:34.000Z,0,,,,USA,United States,310,150,7,260060169232730
60578493-3b4a-4d68-abd4-d8d120080c08,8910300000001034217,DATA,2019-07-15T17:07:34.000Z,2019-07-15T17:08:07.000Z,0,,,,USA,United States,310,150,7,260060169232730
77866ca7-5733-4cac-948d-cf902c78b145,8910300000001034217,DATA,2019-07-15T06:46:43.000Z,2019-07-15T17:08:08.000Z,1462908,,,,USA,United States,310,150,7,260060169232730
af620c1f-d0fb-4547-ab8f-bddbbc531c2f,8910300000001034217,DATA,2019-07-15T17:08:09.000Z,2019-07-15T17:08:17.000Z,0,,,,USA,United States,310,150,7,260060169232730
86b978a8-22b7-441f-94fc-285e19194e14,8910300000001034217,DATA,2019-07-15T17:08:07.000Z,2019-07-15T17:09:12.000Z,512,,,,USA,United States,310,150,7,260060169232730
1f2fde59-b4f2-4010-a34c-ec0a387822c1,8910300000001034217,DATA,2019-07-15T17:08:17.000Z,2019-07-15T17:09:12.000Z,81109,,,,USA,United States,310,150,7,260060169232730
651245ba-22db-48ac-93da-61142993e491,8910300000001034217,DATA,2019-07-15T17:09:22.000Z,2019-07-15T17:12:38.000Z,96572,,,,USA,United States,310,150,7,260060169232730
