CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
954a8ba8-e41e-4838-b940-764354621e4f,8910300000001034200,DATA,2019-07-23T19:35:56.000Z,2019-07-23T20:20:22.000Z,13674,,,,USA,United States,310,150,7,260060169232713
23c4e298-bee7-4a9b-a27a-289a8c74eebf,8910300000001034200,DATA,2019-07-23T19:24:23.000Z,2019-07-23T20:20:24.000Z,50321618,,,,USA,United States,310,150,7,260060169232713
b72f4fa2-765b-441b-8b7a-065cf6f249a8,8910300000001034200,DATA,2019-07-23T20:20:25.000Z,2019-07-23T20:20:48.000Z,61495,,,,USA,United States,310,150,7,260060169232713
9c9f02c9-0274-4d15-af8c-20a9131b5b0d,8910300000001034200,DATA,2019-07-23T20:20:22.000Z,2019-07-23T20:20:48.000Z,6761,,,,USA,United States,310,150,7,260060169232713
50bd05ee-9edb-4f27-8f09-efda15bac5ca,8910300000001034200,DATA,2019-07-23T20:20:52.000Z,2019-07-23T20:21:00.000Z,2517,,,,USA,United States,310,150,7,260060169232713
9e709409-f63b-439b-827f-03c570dd9cb2,8910300000001034200,DATA,2019-07-23T20:20:49.000Z,2019-07-23T20:21:13.000Z,0,,,,USA,United States,310,150,7,260060169232713
41d32ed6-37a9-444f-8079-e0f8ffd13996,8910300000001034200,DATA,2019-07-23T20:21:00.000Z,2019-07-23T20:21:13.000Z,1180,,,,USA,United States,310,150,7,260060169232713
bcdb48a0-23bf-495b-8994-e29df31c3ba6,8910300000001034200,DATA,2019-07-23T20:22:06.000Z,2019-07-23T20:22:19.000Z,0,,,,USA,United States,310,150,7,260060169232713
09e6ebb4-bd2e-445d-887f-cd45113a88d2,8910300000001034200,DATA,2019-07-23T20:21:57.000Z,2019-07-23T20:22:33.000Z,6857,,,,USA,United States,310,150,7,260060169232713
bc45e56c-39b9-47c1-9806-99603e6bd024,8910300000001034200,DATA,2019-07-23T20:22:33.000Z,2019-07-23T20:23:46.000Z,512,,,,USA,United States,310,150,7,260060169232713
