CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
b109d129-ccdc-473e-bb52-7646d628b620,8910300000001034200,DATA,2019-07-26T04:30:15.000Z,2019-07-26T04:30:23.000Z,0,,,,USA,United States,310,150,7,260060169232713
a67f4e11-6556-416b-9d51-d6cc0a3c146d,8910300000001034200,DATA,2019-07-26T04:30:26.000Z,2019-07-26T04:32:12.000Z,16611,,,,USA,United States,310,150,7,260060169232713
641850ca-75e6-4754-ba70-ea132d3f370b,8910300000001034200,DATA,2019-07-26T04:30:25.000Z,2019-07-26T04:32:12.000Z,0,,,,USA,United States,310,150,7,260060169232713
9abfe124-411c-4026-8775-57a226716fa4,8910300000001034200,DATA,2019-07-26T04:34:13.000Z,2019-07-26T04:34:28.000Z,0,,,,USA,United States,310,150,7,260060169232713
d0bbe386-6b6c-4520-b2d2-7a1f7300c5ef,8910300000001034200,DATA,2019-07-26T04:34:30.000Z,2019-07-26T04:38:34.000Z,84,,,,USA,United States,310,150,7,260060169232713
8a8a4ea4-02b0-4d88-897a-d97a2a73c9ae,8910300000001034200,DATA,2019-07-26T04:34:31.000Z,2019-07-26T04:38:34.000Z,16770,,,,USA,United States,310,150,7,260060169232713
8b74efc9-d1af-4823-aa2f-579b8efd4697,8910300000001034200,DATA,2019-07-26T04:39:48.000Z,2019-07-26T04:39:54.000Z,0,,,,USA,United States,310,150,7,260060169232713
e378bd88-359d-4aae-a0a3-873356de4e4e,8910300000001034200,DATA,2019-07-26T04:39:57.000Z,2019-07-26T04:40:35.000Z,16631,,,,USA,United States,310,150,7,260060169232713
758cc188-d527-4692-97cc-8870146a74a5,8910300000001034200,DATA,2019-07-26T04:39:56.000Z,2019-07-26T04:40:35.000Z,0,,,,USA,United States,310,150,7,260060169232713
91d19c19-a8f8-48cf-9bac-263ddfcdbe5a,8910300000001034200,DATA,2019-07-26T04:41:21.000Z,2019-07-26T04:41:27.000Z,0,,,,USA,United States,310,150,7,260060169232713
4230f876-15b2-41fd-b3e4-0c26563ab303,8910300000001034200,DATA,2019-07-26T04:41:30.000Z,2019-07-26T04:41:51.000Z,16579,,,,USA,United States,310,150,7,260060169232713
b1395ffd-4fbf-4223-b392-7b3179199554,8910300000001034200,DATA,2019-07-26T04:41:29.000Z,2019-07-26T04:41:51.000Z,0,,,,USA,United States,310,150,7,260060169232713
