CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO
1c358f95-51aa-4927-95da-b90bd572e907,8910300000001034200,DATA,2019-07-24T16:54:58.000Z,2019-07-24T17:13:23.000Z,48663,,,,USA,United States,310,150,7,260060169232713
a3fead0b-6a46-49f5-88f4-c522764c51ba,8910300000001034200,DATA,2019-07-24T17:13:27.000Z,2019-07-24T17:14:16.000Z,0,,,,USA,United States,310,150,7,260060169232713
ab38a30b-3150-4031-85ad-55d631355d90,8910300000001034200,DATA,2019-07-24T16:54:55.000Z,2019-07-24T17:15:51.000Z,0,,,,USA,United States,310,150,7,260060169232713
95fdd726-539b-4db9-8248-cbd3c4904a00,8910300000001034200,DATA,2019-07-24T17:15:51.000Z,2019-07-24T17:16:16.000Z,0,,,,USA,United States,310,150,7,260060169232713
0b207545-5bf2-41a3-8864-e747894276cb,8910300000001034200,DATA,2019-07-24T17:16:17.000Z,2019-07-24T17:16:18.000Z,0,,,,USA,United States,310,150,7,260060169232713
98d28c14-64c0-4f9a-87be-de33ca5071a9,8910300000001034200,DATA,2019-07-24T17:17:27.000Z,2019-07-24T17:19:13.000Z,361119,,,,USA,United States,310,150,7,260060169232713
fba11eb1-d61e-4de3-84b0-4874b2c2a833,8910300000001034200,DATA,2019-07-24T17:16:16.000Z,2019-07-24T17:19:59.000Z,13698,,,,USA,United States,310,150,7,260060169232713
f08bcc36-4826-44dd-9b70-9bbd52c57cf5,8910300000001034200,DATA,2019-07-24T17:14:17.000Z,2019-07-24T17:20:01.000Z,5929,,,,USA,United States,310,150,7,260060169232713
90435544-14ed-426e-a1df-98d087785c4b,8910300000001034200,DATA,2019-07-24T17:20:01.000Z,2019-07-24T17:21:31.000Z,53847,,,,USA,United States,310,150,7,260060169232713
315869ba-0ff6-4d62-85ab-e2c85d16275c,8910300000001034200,DATA,2019-07-24T17:20:00.000Z,2019-07-24T17:26:14.000Z,20800,,,,USA,United States,310,150,7,260060169232713
7e3567b9-2cd1-4438-bcd8-57623b1e8203,8910300000001034200,DATA,2019-07-24T17:21:32.000Z,2019-07-24T17:26:15.000Z,166136,,,,USA,United States,310,150,7,260060169232713
8f4e613e-64a1-4e6a-8088-90572bf7cecd,8910300000001034200,DATA,2019-07-24T17:26:14.000Z,2019-07-24T17:29:06.000Z,0,,,,USA,United States,310,150,7,260060169232713
1ed5e7ef-8b51-4b39-b81f-49b6620a1197,8910300000001034200,DATA,2019-07-24T17:26:15.000Z,2019-07-24T17:31:48.000Z,153400,,,,USA,United States,310,150,7,260060169232713
7026695d-cc1d-4f5b-8261-0a1332b6ce43,8910300000001034200,DATA,2019-07-24T17:29:47.000Z,2019-07-24T17:31:48.000Z,13634,,,,USA,United States,310,150,7,260060169232713
15159658-52c6-42f3-b2c8-2654139bdb22,8910300000001034200,DATA,2019-07-24T17:31:50.000Z,2019-07-24T17:33:28.000Z,0,,,,USA,United States,310,150,7,260060169232713
